,userid,class,gender,start_date,end_date,event_type,is_deleted
461,HD847713,C01,F,2015-12-01 0:00,,CA1,0
462,AS152185,C03,M,2015-12-01 0:00,,CA1,-1
463,HD361714,C01,M,2015-12-01 0:00,,CA1,-1
464,AS771185,C01,M,2015-12-01 0:00,,CA1,0
465,HI378471,C01,M,2015-12-01 0:00,,CA1,0
466,PL188904,C03,F,2015-12-01 0:00,,CA1,-1
467,IK373678,C02,M,2015-12-01 0:00,,CA1,-1
468,HI871259,C02,F,2015-12-01 0:00,,CA1,-1
469,TS093084,C01,M,2015-12-01 0:00,,CA1,0
470,HD513936,C01,M,2015-12-01 0:00,,CA1,0
471,AS867281,C02,F,2015-12-01 0:00,,CA1,0
472,TS170828,C01,M,2015-12-01 0:00,,CA1,0
473,HI769940,C01,F,2015-12-01 0:00,,CA1,0
474,PL552906,C01,F,2015-12-01 0:00,,CA1,0
475,GD781025,C01,F,2015-12-01 0:00,,CA1,0
476,AS275287,C03,M,2015-12-01 0:00,,CA1,0
477,PL249996,C01,F,2015-12-01 0:00,,CA1,0
478,PL999250,C03,M,2015-12-01 0:00,,CA1,-1
479,IK883066,C03,F,2015-12-01 0:00,,CA1,0
480,PL020585,C01,F,2015-12-01 0:00,,CA1,0
481,GD401034,C02,F,2015-12-01 0:00,,CA1,-1
482,OA423930,C02,M,2015-12-01 0:00,,CA1,0
483,HD014166,C02,F,2015-12-01 0:00,,CA1,0
484,PL562542,C03,M,2015-12-01 0:00,,CA1,-1
485,HI086872,C01,F,2015-12-01 0:00,,CA1,0
486,OA834443,C01,M,2015-12-01 0:00,,CA1,-1
487,OA719899,C02,F,2015-12-01 0:00,,CA1,0
488,TS278201,C03,M,2015-12-01 0:00,,CA1,0
489,AS866446,C03,M,2015-12-01 0:00,,CA1,0
490,OA096118,C01,F,2015-12-01 0:00,,CA1,0
491,PL709791,C02,F,2015-12-01 0:00,,CA1,0
492,HI933949,C01,F,2016-01-01 0:00,,CA1,-1
493,AS352209,C01,M,2016-01-01 0:00,,CA1,-1
494,PL093071,C01,F,2016-01-01 0:00,,CA1,-1
495,AS575700,C01,M,2016-01-01 0:00,,CA1,0
496,PL251182,C01,M,2016-01-01 0:00,,CA1,0
497,TS286542,C01,M,2016-01-01 0:00,,CA1,0
498,OA388131,C02,F,2016-01-01 0:00,,CA1,0
499,AS141460,C03,M,2016-01-01 0:00,,CA1,0
500,TS959147,C01,M,2016-01-01 0:00,,CA1,0
501,HI050493,C03,M,2016-01-01 0:00,,CA1,0
502,GD733240,C01,M,2016-01-01 0:00,,CA1,0
503,HI954427,C01,M,2016-01-01 0:00,,CA1,0
504,IK205407,C01,M,2016-01-01 0:00,,CA1,0
505,GD655061,C01,F,2016-01-01 0:00,,CA1,-1
506,IK066398,C01,F,2016-01-01 0:00,,CA1,0
507,GD141355,C03,F,2016-01-01 0:00,,CA1,-1
508,HI140455,C02,F,2016-01-01 0:00,,CA1,0
509,OA842166,C02,F,2016-01-01 0:00,,CA1,0
510,PL614797,C02,F,2016-01-01 0:00,,CA1,0
511,HI128243,C01,M,2016-01-01 0:00,,CA1,-1
512,TS333555,C03,M,2016-01-01 0:00,,CA1,0
513,TS126185,C01,M,2016-01-01 0:00,,CA1,0
514,AS470817,C03,F,2016-01-01 0:00,,CA1,0
515,HI468227,C01,M,2016-01-01 0:00,,CA1,0
516,PL900188,C03,F,2016-01-01 0:00,,CA1,0
517,PL506207,C01,F,2016-01-01 0:00,,CA1,-1
518,IK431402,C03,M,2016-01-01 0:00,,CA1,-1
519,IK086599,C02,F,2016-01-01 0:00,,CA1,0
520,HI244067,C01,F,2016-01-01 0:00,,CA1,0
521,OA924324,C03,M,2016-01-01 0:00,,CA1,0
522,PL011886,C03,M,2016-01-01 0:00,,CA1,0
523,OA101976,C03,M,2016-01-01 0:00,,CA1,0
524,AS790905,C03,M,2016-01-01 0:00,,CA1,-1
525,HD734433,C02,M,2016-01-01 0:00,,CA1,0
526,AS499893,C01,F,2016-01-01 0:00,,CA1,-1
527,OA290351,C03,F,2016-01-01 0:00,,CA1,0
528,TS417170,C01,F,2016-01-01 0:00,,CA1,-1
529,AS588186,C01,F,2016-01-01 0:00,,CA1,0
530,HI374524,C01,F,2016-01-01 0:00,,CA1,0
531,PL316635,C01,M,2016-01-01 0:00,,CA1,-1
532,TS332691,C01,F,2016-01-01 0:00,,CA1,0
533,HD611284,C03,M,2016-01-01 0:00,,CA1,0
534,PL505814,C02,F,2016-01-01 0:00,,CA1,0
535,IK890445,C01,M,2016-01-01 0:00,,CA1,-1
536,HD148659,C01,M,2016-01-01 0:00,,CA1,-1
537,HD374247,C01,M,2016-01-01 0:00,,CA1,0
538,AS077151,C02,F,2016-01-01 0:00,,CA1,-1
539,HI580283,C02,F,2016-01-01 0:00,,CA1,0
540,PL589030,C01,F,2016-01-01 0:00,,CA1,0
541,OA000310,C02,F,2016-01-01 0:00,,CA1,0
542,PL601016,C01,M,2016-01-01 0:00,,CA1,0
543,AS946582,C02,F,2016-01-01 0:00,,CA1,0
544,PL959416,C02,F,2016-01-01 0:00,,CA1,0
545,GD934041,C03,F,2016-01-01 0:00,,CA1,-1
546,IK534014,C02,F,2016-01-01 0:00,,CA1,0
547,OA854705,C01,M,2016-01-01 0:00,,CA1,0
548,HD242691,C01,M,2016-02-01 0:00,,CA1,0
549,PL186773,C03,M,2016-02-01 0:00,,CA1,-1
550,TS721551,C02,F,2016-02-01 0:00,,CA1,0
551,OA602923,C01,F,2016-02-01 0:00,,CA1,0
552,AS679641,C03,M,2016-02-01 0:00,,CA1,0
553,PL587525,C01,M,2016-02-01 0:00,,CA1,0
554,OA297467,C02,M,2016-02-01 0:00,,CA1,0
555,HI013994,C02,M,2016-02-01 0:00,,CA1,0
556,HI652550,C02,F,2016-02-01 0:00,,CA1,-1
557,AS950313,C02,F,2016-02-01 0:00,,CA1,-1
558,OA760582,C02,F,2016-02-01 0:00,,CA1,0
559,PL255830,C01,F,2016-02-01 0:00,,CA1,0
560,IK810639,C01,F,2016-02-01 0:00,,CA1,0
561,PL080089,C01,M,2016-02-01 0:00,,CA1,0
562,GD862639,C01,M,2016-02-01 0:00,,CA1,-1
563,IK594280,C03,M,2016-02-01 0:00,,CA1,-1
564,AS961301,C01,M,2016-02-01 0:00,,CA1,0
565,OA082154,C01,M,2016-02-01 0:00,,CA1,-1
566,GD125079,C03,M,2016-02-01 0:00,,CA1,-1
567,IK520591,C03,F,2016-02-01 0:00,,CA1,0
568,HI792024,C03,F,2016-02-01 0:00,,CA1,0
569,AS704643,C03,M,2016-02-01 0:00,,CA1,0
570,TS186053,C03,M,2016-02-01 0:00,,CA1,0
571,IK031542,C02,F,2016-02-01 0:00,,CA1,-1
572,OA844565,C03,M,2016-02-01 0:00,,CA1,0
573,OA657660,C03,M,2016-02-01 0:00,,CA1,0
574,GD489148,C03,M,2016-02-01 0:00,,CA1,0
575,HI828919,C02,F,2016-02-01 0:00,,CA1,-1
576,IK572159,C01,M,2016-02-01 0:00,,CA1,-1
577,TS165036,C01,M,2016-02-01 0:00,,CA1,0
578,HI288209,C01,M,2016-02-01 0:00,,CA1,0
579,OA433460,C02,F,2016-02-01 0:00,,CA1,0
580,OA270440,C02,M,2016-02-01 0:00,,CA1,-1
581,TS369665,C02,F,2016-02-01 0:00,,CA1,0
582,TS536631,C03,M,2016-02-01 0:00,,CA1,0
583,PL877142,C02,F,2016-02-01 0:00,,CA1,-1
584,HD769845,C03,M,2016-02-01 0:00,,CA1,0
585,PL666557,C01,F,2016-02-01 0:00,,CA1,0
586,IK508589,C03,M,2016-02-01 0:00,,CA1,0
587,IK612587,C01,M,2016-02-01 0:00,,CA1,-1
588,TS504594,C01,M,2016-02-01 0:00,,CA1,-1
589,HD134597,C03,F,2016-02-01 0:00,,CA1,0
590,AS346579,C01,M,2016-02-01 0:00,,CA1,-1
591,HI471204,C01,M,2016-02-01 0:00,,CA1,0
592,GD859439,C02,F,2016-02-01 0:00,,CA1,-1
593,HD280205,C01,M,2016-02-01 0:00,,CA1,-1
594,TS349914,C03,F,2016-02-01 0:00,,CA1,0
595,GD269619,C01,M,2016-02-01 0:00,,CA1,0
596,PL941924,C02,F,2016-03-01 0:00,,CA1,0
597,AS621552,C02,F,2016-03-01 0:00,,CA1,-1
598,TS925945,C03,M,2016-03-01 0:00,,CA1,0
599,HI653573,C01,F,2016-03-01 0:00,,CA1,-1
600,OA707923,C01,F,2016-03-01 0:00,,CA1,0
601,GD094886,C02,F,2016-03-01 0:00,,CA1,0
602,AS240190,C01,F,2016-03-01 0:00,,CA1,0
603,OA876184,C01,M,2016-03-01 0:00,,CA1,0
604,AS756586,C03,M,2016-03-01 0:00,,CA1,0
605,AS211927,C02,M,2016-03-01 0:00,,CA1,0
606,IK871588,C02,F,2016-03-01 0:00,,CA1,-1
607,AS371310,C03,M,2016-03-01 0:00,,CA1,0
608,OA184199,C01,M,2016-03-01 0:00,,CA1,0
609,AS826583,C01,M,2016-03-01 0:00,,CA1,0
610,AS648913,C03,F,2016-03-01 0:00,,CA1,0
611,AS410205,C01,M,2016-03-01 0:00,,CA1,-1
612,AS320552,C01,M,2016-03-01 0:00,,CA1,0
613,OA959837,C01,F,2016-03-01 0:00,,CA1,0
614,TS161188,C01,F,2016-03-01 0:00,,CA1,0
615,PL112227,C02,F,2016-03-01 0:00,,CA1,0
616,IK228443,C03,M,2016-03-01 0:00,,CA1,0
617,TS283431,C02,F,2016-03-01 0:00,,CA1,0
618,GD364043,C03,M,2016-03-01 0:00,,CA1,-1
619,AS945488,C01,F,2016-03-01 0:00,,CA1,0
620,TS381496,C03,F,2016-03-01 0:00,,CA1,0
621,AS766856,C01,M,2016-03-01 0:00,,CA1,0
622,GD183457,C02,F,2016-03-01 0:00,,CA1,0
623,HI468152,C03,M,2016-03-01 0:00,,CA1,0
624,GD455671,C01,F,2016-03-01 0:00,,CA1,0
625,PL660410,C03,M,2016-03-01 0:00,,CA1,0
626,PL142274,C01,F,2016-03-01 0:00,,CA1,-1
627,OA554076,C02,F,2016-03-01 0:00,,CA1,0
628,OA052506,C03,F,2016-03-01 0:00,,CA1,0
629,IK125726,C02,F,2016-03-01 0:00,,CA1,-1
630,IK686301,C01,M,2016-03-01 0:00,,CA1,0
631,HI245995,C01,M,2016-03-01 0:00,,CA1,0
632,HD095957,C03,M,2016-03-01 0:00,,CA1,0
633,PL163967,C03,M,2016-03-01 0:00,,CA1,0
634,TS253407,C03,M,2016-03-01 0:00,,CA1,0
635,AS516140,C02,F,2016-03-01 0:00,,CA1,0
636,HI153809,C02,M,2016-03-01 0:00,,CA1,-1
637,IK003477,C02,F,2016-03-01 0:00,,CA1,0
638,HI859532,C02,F,2016-03-01 0:00,,CA1,0
639,AS467237,C02,F,2016-03-01 0:00,,CA1,0
640,AS353422,C01,M,2016-03-01 0:00,,CA1,0
641,GD406715,C02,F,2016-03-01 0:00,,CA1,0
642,IK015821,C01,M,2016-03-01 0:00,,CA1,0
643,HI879414,C01,M,2016-03-01 0:00,,CA1,-1
644,HI207932,C03,M,2016-03-01 0:00,,CA1,-1
645,HI770890,C02,F,2016-03-01 0:00,,CA1,0
646,HD344670,C01,M,2016-03-01 0:00,,CA1,0
647,HD572934,C03,M,2016-03-01 0:00,,CA1,0
648,GD531554,C03,F,2016-03-01 0:00,,CA1,0
649,HI652401,C01,M,2016-03-01 0:00,,CA1,0
650,HI990855,C01,M,2016-03-01 0:00,,CA1,0
651,OA620655,C02,F,2016-04-01 0:00,,CA1,0
652,OA953837,C03,M,2016-04-01 0:00,,CA1,0
653,AS251112,C01,M,2016-04-01 0:00,,CA1,-1
654,PL371500,C03,F,2016-04-01 0:00,,CA1,0
655,HI173027,C02,F,2016-04-01 0:00,,CA1,0
656,PL013667,C02,F,2016-04-01 0:00,,CA1,0
657,IK192713,C01,M,2016-04-01 0:00,,CA1,0
658,PL624566,C01,M,2016-04-01 0:00,,CA1,0
659,HI699568,C01,M,2016-04-01 0:00,,CA1,0
660,TS420499,C02,F,2016-04-01 0:00,,CA1,0
661,OA329115,C01,F,2016-04-01 0:00,,CA1,0
662,HD921002,C03,F,2016-04-01 0:00,,CA1,-1
663,GD228250,C01,F,2016-04-01 0:00,,CA1,0
664,TS849234,C02,F,2016-04-01 0:00,,CA1,0
665,HD309501,C01,M,2016-04-01 0:00,,CA1,0
666,GD083655,C01,M,2016-04-01 0:00,,CA1,0
667,OA721349,C01,M,2016-04-01 0:00,,CA1,0
668,PL136126,C03,M,2016-04-01 0:00,,CA1,0
669,TS190609,C02,F,2016-04-01 0:00,,CA1,-1
670,IK477438,C03,F,2016-04-01 0:00,,CA1,0
671,PL003181,C01,M,2016-04-01 0:00,,CA1,0
672,HI150416,C03,F,2016-04-01 0:00,,CA1,0
673,AS992895,C03,M,2016-04-01 0:00,,CA1,0
674,TS665963,C01,F,2016-04-01 0:00,,CA1,0
675,TS094676,C01,M,2016-04-01 0:00,,CA1,0
676,IK228318,C01,F,2016-04-01 0:00,,CA1,0
677,GD182990,C02,F,2016-04-01 0:00,,CA1,0
678,AS108195,C01,M,2016-04-01 0:00,,CA1,0
679,GD994213,C02,F,2016-04-01 0:00,,CA1,-1
680,PL913199,C01,F,2016-04-01 0:00,,CA1,0
681,PL884593,C02,F,2016-04-01 0:00,,CA1,0
682,HI492596,C01,M,2016-04-01 0:00,,CA1,0
683,HI421707,C02,F,2016-04-01 0:00,,CA1,0
684,HI181798,C01,M,2016-04-01 0:00,,CA1,0
685,AS574816,C03,M,2016-04-01 0:00,,CA1,0
686,PL682733,C03,F,2016-04-01 0:00,,CA1,0
687,AS896608,C02,F,2016-04-01 0:00,,CA1,0
688,HD074404,C01,F,2016-04-01 0:00,,CA1,-1
689,HI754520,C01,F,2016-04-01 0:00,,CA1,0
690,HD984626,C01,M,2016-04-01 0:00,,CA1,0
691,PL407755,C03,M,2016-04-01 0:00,,CA1,0
692,PL998358,C01,M,2016-04-01 0:00,,CA1,0
693,GD099906,C02,F,2016-04-01 0:00,,CA1,0
694,PL495290,C03,M,2016-04-01 0:00,,CA1,-1
695,IK037674,C01,M,2016-04-01 0:00,,CA1,0
696,HD019297,C01,F,2016-04-01 0:00,,CA1,0
697,HI959268,C02,M,2016-04-01 0:00,,CA1,0
698,PL966722,C02,F,2016-04-01 0:00,,CA1,0
699,PL502982,C01,M,2016-04-01 0:00,,CA1,-1
700,IK584998,C01,F,2016-04-01 0:00,,CA1,-1
701,HI450069,C01,M,2016-04-01 0:00,,CA1,-1
702,AS534058,C01,M,2016-04-01 0:00,,CA1,-1
703,HI764799,C01,M,2016-04-01 0:00,,CA1,0
704,OA046054,C01,M,2016-04-01 0:00,,CA1,0
705,AS581751,C02,F,2016-04-01 0:00,,CA1,0
706,HD721014,C02,M,2016-04-01 0:00,,CA1,-1
707,HI683278,C01,M,2016-04-01 0:00,,CA1,0
708,TS511179,C01,F,2016-05-01 0:00,2018-04-30 0:00,CA1,1
709,OA814667,C03,M,2016-05-01 0:00,,CA1,-1
710,OA642994,C01,M,2016-05-01 0:00,,CA1,0
711,TS753554,C01,M,2016-05-01 0:00,,CA1,0
712,TS220587,C02,F,2016-05-01 0:00,,CA1,0
713,TS268882,C01,F,2016-05-01 0:00,,CA1,0
714,OA967616,C02,F,2016-05-01 0:00,,CA1,-1
715,GD537233,C01,M,2016-05-01 0:00,,CA1,0
716,OA694885,C01,F,2016-05-01 0:00,,CA1,0
717,OA369571,C01,F,2016-05-01 0:00,,CA1,-1
718,PL459045,C01,M,2016-05-01 0:00,,CA1,-1
719,IK571566,C01,M,2016-05-01 0:00,,CA1,0
720,HI559946,C01,F,2016-05-01 0:00,,CA1,0
721,OA113186,C03,F,2016-05-01 0:00,,CA1,0
722,PL471336,C01,F,2016-05-01 0:00,,CA1,0
723,AS273414,C01,F,2016-05-01 0:00,,CA1,0
724,AS036678,C01,M,2016-05-01 0:00,,CA1,0
725,OA940460,C01,F,2016-05-01 0:00,,CA1,0
726,GD387236,C02,F,2016-05-01 0:00,,CA1,0
727,HI387953,C01,F,2016-05-01 0:00,,CA1,-1
728,IK953897,C01,F,2016-05-01 0:00,,CA1,0
729,TS443736,C02,M,2016-05-01 0:00,2018-04-30 0:00,CA1,-1
730,HD542886,C01,M,2016-05-01 0:00,2018-04-30 0:00,CA1,1
731,IK614204,C03,F,2016-05-01 0:00,,CA1,0
732,GD350549,C03,M,2016-05-01 0:00,,CA1,0
733,HD327348,C01,F,2016-05-01 0:00,,CA1,0
734,OA836088,C01,M,2016-05-01 0:00,,CA1,0
735,IK446361,C02,F,2016-05-01 0:00,,CA1,0
736,HD491284,C03,M,2016-05-01 0:00,,CA1,0
737,AS994696,C01,M,2016-05-01 0:00,,CA1,0
738,HD206448,C03,M,2016-05-01 0:00,,CA1,-1
739,PL181118,C01,F,2016-05-01 0:00,,CA1,0
740,TS735605,C02,F,2016-05-01 0:00,,CA1,0
741,AS374280,C02,F,2016-05-01 0:00,,CA1,0
742,HD777083,C03,M,2016-05-01 0:00,,CA1,-1
743,HD864300,C03,F,2016-05-01 0:00,,CA1,0
744,HI352145,C03,M,2016-05-01 0:00,,CA1,0
745,PL198544,C01,M,2016-05-01 0:00,,CA1,0
746,IK874524,C01,M,2016-05-01 0:00,,CA1,0
747,PL888478,C03,M,2016-05-01 0:00,,CA1,0
748,GD639016,C01,M,2016-05-01 0:00,,CA1,0
749,IK732196,C02,F,2016-05-01 0:00,,CA1,0
750,HD671982,C01,M,2016-05-01 0:00,,CA1,-1
751,GD069878,C03,M,2016-05-01 0:00,,CA1,0
752,PL023264,C02,M,2016-05-01 0:00,,CA1,0
753,IK552505,C03,M,2016-05-01 0:00,,CA1,-1
754,PL147603,C03,M,2016-05-01 0:00,,CA1,0
755,HI363056,C01,F,2016-05-01 0:00,,CA1,-1
756,PL136393,C01,M,2016-05-01 0:00,,CA1,-1
757,HD351414,C01,F,2016-05-01 0:00,,CA1,-1
758,AS453157,C03,M,2016-05-01 0:00,,CA1,-1
759,HI188968,C03,M,2016-05-01 0:00,,CA1,0
760,TS181580,C01,F,2016-05-01 0:00,,CA1,0
761,HI142388,C02,M,2016-05-01 0:00,,CA1,0
762,IK733404,C03,M,2016-05-01 0:00,,CA1,0
763,AS218636,C01,M,2016-05-01 0:00,,CA1,-1
764,PL941345,C01,F,2016-06-01 0:00,,CA1,-1
765,GD951332,C03,F,2016-06-01 0:00,,CA1,0
766,AS840069,C01,F,2016-06-01 0:00,,CA1,0
767,AS460177,C01,M,2016-06-01 0:00,,CA1,0
768,HD030810,C03,M,2016-06-01 0:00,,CA1,-1
769,TS999079,C03,M,2016-06-01 0:00,,CA1,0
770,HD597545,C03,F,2016-06-01 0:00,2018-05-31 0:00,CA1,1
771,TS250786,C01,F,2016-06-01 0:00,,CA1,0
772,AS256239,C03,F,2016-06-01 0:00,,CA1,0
773,AS761330,C03,M,2016-06-01 0:00,,CA1,0
774,GD972640,C01,F,2016-06-01 0:00,,CA1,0
775,AS622023,C01,M,2016-06-01 0:00,,CA1,0
776,IK581952,C03,F,2016-06-01 0:00,,CA1,0
777,HI048967,C03,M,2016-06-01 0:00,,CA1,0
778,OA470195,C01,M,2016-06-01 0:00,,CA1,0
779,PL966052,C03,M,2016-06-01 0:00,,CA1,-1
780,PL001979,C01,M,2016-06-01 0:00,,CA1,0
781,OA736386,C02,M,2016-06-01 0:00,,CA1,0
782,IK010592,C02,F,2016-06-01 0:00,,CA1,0
783,GD635322,C03,F,2016-06-01 0:00,,CA1,0
784,GD479069,C03,M,2016-06-01 0:00,,CA1,0
785,HI749296,C01,M,2016-06-01 0:00,2018-05-31 0:00,CA1,1
786,OA020996,C02,F,2016-06-01 0:00,,CA1,0
787,HI949100,C01,M,2016-06-01 0:00,,CA1,0
788,HD935075,C03,F,2016-06-01 0:00,,CA1,0
789,HD333962,C01,M,2016-06-01 0:00,,CA1,0
790,HD096925,C01,F,2016-06-01 0:00,,CA1,0
791,OA637232,C02,M,2016-06-01 0:00,,CA1,-1
792,HI934540,C01,M,2016-06-01 0:00,,CA1,0
793,HI405294,C02,M,2016-06-01 0:00,,CA1,0
794,OA985308,C01,F,2016-06-01 0:00,,CA1,0
795,GD804357,C02,F,2016-06-01 0:00,,CA1,0
796,GD809807,C03,M,2016-06-01 0:00,,CA1,0
797,HI494466,C03,M,2016-06-01 0:00,,CA1,0
798,IK828809,C01,F,2016-06-01 0:00,,CA1,0
799,HD573624,C01,F,2016-06-01 0:00,,CA1,0
800,HD000022,C01,F,2016-06-01 0:00,,CA1,0
801,HI636994,C02,F,2016-06-01 0:00,,CA1,0
802,GD943344,C02,F,2016-06-01 0:00,,CA1,-1
803,PL695674,C01,M,2016-06-01 0:00,,CA1,0
804,PL980001,C03,M,2016-06-01 0:00,,CA1,-1
805,HI604733,C03,M,2016-06-01 0:00,,CA1,0
806,HD305029,C03,M,2016-06-01 0:00,,CA1,0
807,HI227285,C01,F,2016-06-01 0:00,,CA1,-1
808,OA240963,C01,M,2016-06-01 0:00,,CA1,0
809,AS772036,C03,F,2016-06-01 0:00,,CA1,0
810,HD982676,C01,F,2016-06-01 0:00,,CA1,0
811,PL339883,C02,F,2016-06-01 0:00,,CA1,0
812,HI911254,C03,M,2016-06-01 0:00,,CA1,0
813,OA007936,C01,M,2016-06-01 0:00,2018-05-31 0:00,CA1,1
814,GD947493,C03,F,2016-06-01 0:00,,CA1,-1
815,OA602580,C01,F,2016-06-01 0:00,,CA1,0
816,HD476406,C01,F,2016-06-01 0:00,,CA1,-1
817,HI162012,C03,F,2016-06-01 0:00,,CA1,-1
818,TS184897,C01,M,2016-06-01 0:00,,CA1,0
819,AS779956,C01,F,2016-06-01 0:00,,CA1,0
820,PL861287,C01,M,2016-06-01 0:00,,CA1,-1
821,HD327582,C01,F,2016-06-01 0:00,,CA1,-1
822,OA132029,C01,F,2016-06-01 0:00,,CA1,0
823,GD194770,C02,F,2016-06-01 0:00,,CA1,0
824,OA701687,C02,F,2016-06-01 0:00,,CA1,0
825,IK028579,C01,F,2016-06-01 0:00,,CA1,0
826,OA574788,C01,M,2016-06-01 0:00,,CA1,-1
827,IK258132,C01,M,2016-06-01 0:00,,CA1,-1
828,IK593766,C01,F,2016-06-01 0:00,,CA1,-1
829,TS830686,C03,M,2016-06-01 0:00,,CA1,0
830,HI142296,C03,F,2016-06-01 0:00,,CA1,-1
831,TS130392,C01,M,2016-06-01 0:00,,CA1,0
832,OA401352,C02,M,2016-06-01 0:00,,CA1,0
833,OA816679,C03,M,2016-06-01 0:00,,CA1,0
834,AS171842,C01,M,2016-06-01 0:00,,CA1,0
835,PL817078,C03,M,2016-06-01 0:00,,CA1,-1
836,TS477224,C01,M,2016-06-01 0:00,,CA1,-1
837,AS842977,C02,F,2016-06-01 0:00,2018-05-31 0:00,CA1,1
838,PL399207,C02,M,2016-06-01 0:00,,CA1,-1
839,HI360754,C03,M,2016-06-01 0:00,,CA1,0
840,IK123390,C01,F,2016-07-01 0:00,,CA2,-1
841,HI880150,C03,F,2016-07-01 0:00,,CA2,0
842,HD528660,C01,F,2016-07-01 0:00,,CA2,0
843,HD068817,C03,F,2016-07-01 0:00,,CA2,0
844,TS134180,C03,M,2016-07-01 0:00,,CA2,-1
845,IK732316,C03,M,2016-07-01 0:00,,CA2,0
846,TS915632,C02,F,2016-07-01 0:00,2018-04-30 0:00,CA2,-1
847,HD805772,C02,F,2016-07-01 0:00,2018-05-31 0:00,CA2,1
848,HD457136,C01,M,2016-07-01 0:00,,CA2,0
849,TS098760,C03,M,2016-07-01 0:00,,CA2,0
850,HD020326,C01,M,2016-07-01 0:00,,CA2,0
851,TS189978,C03,M,2016-07-01 0:00,,CA2,0
852,HI047229,C01,F,2016-07-01 0:00,,CA2,0
853,OA735216,C01,F,2016-07-01 0:00,,CA2,0
854,HD961587,C01,F,2016-07-01 0:00,,CA2,0
855,AS453778,C03,M,2016-07-01 0:00,,CA2,0
856,OA290803,C03,M,2016-07-01 0:00,,CA2,0
857,IK942599,C02,F,2016-07-01 0:00,2018-05-31 0:00,CA2,1
858,HD410257,C01,M,2016-07-01 0:00,,CA2,0
859,IK540492,C03,M,2016-07-01 0:00,,CA2,-1
860,HI466749,C01,M,2016-07-01 0:00,,CA2,0
861,HI481405,C01,F,2016-07-01 0:00,,CA2,0
862,GD710390,C01,F,2016-07-01 0:00,,CA2,0
863,PL302409,C01,M,2016-07-01 0:00,,CA2,0
864,AS248948,C03,F,2016-07-01 0:00,,CA2,-1
865,GD049091,C03,F,2016-07-01 0:00,2018-05-31 0:00,CA2,1
866,OA322328,C03,M,2016-07-01 0:00,,CA2,0
867,OA162065,C01,M,2016-07-01 0:00,,CA2,-1
868,HD006808,C02,F,2016-07-01 0:00,,CA2,0
869,TS413667,C01,M,2016-07-01 0:00,,CA2,0
870,AS642796,C01,M,2016-07-01 0:00,,CA2,-1
871,AS436928,C01,F,2016-07-01 0:00,,CA2,0
872,AS339451,C01,M,2016-07-01 0:00,,CA2,0
873,OA822905,C01,F,2016-07-01 0:00,,CA2,-1
874,AS662863,C01,F,2016-07-01 0:00,,CA2,0
875,GD428351,C02,F,2016-07-01 0:00,,CA2,0
876,TS488636,C03,F,2016-07-01 0:00,,CA2,0
877,HI292376,C01,F,2016-07-01 0:00,2018-04-30 0:00,CA2,1
878,IK179300,C03,M,2016-07-01 0:00,,CA2,-1
879,TS952924,C02,F,2016-07-01 0:00,,CA2,-1
880,HI861442,C01,M,2016-07-01 0:00,,CA2,0
881,AS936602,C02,M,2016-07-01 0:00,,CA2,0
882,AS399435,C01,M,2016-07-01 0:00,,CA2,-1
883,IK572153,C01,F,2016-07-01 0:00,,CA2,0
884,TS509743,C03,M,2016-07-01 0:00,,CA2,0
885,TS294275,C02,F,2016-07-01 0:00,,CA2,0
886,TS311640,C01,F,2016-07-01 0:00,2018-05-31 0:00,CA2,1
887,GD373372,C03,F,2016-07-01 0:00,,CA2,0
888,HD101792,C02,F,2016-07-01 0:00,,CA2,0
889,HD070115,C01,M,2016-07-01 0:00,,CA2,-1
890,IK809167,C03,M,2016-07-01 0:00,,CA2,0
891,HD056820,C02,F,2016-07-01 0:00,,CA2,0
892,HI162853,C03,M,2016-07-01 0:00,,CA2,0
893,AS998566,C02,F,2016-07-01 0:00,,CA2,0
894,PL741960,C01,M,2016-07-01 0:00,,CA2,0
895,HD647688,C02,F,2016-07-01 0:00,,CA2,-1
896,TS324893,C01,M,2016-07-01 0:00,,CA2,0
897,HD333063,C03,M,2016-07-01 0:00,,CA2,-1
898,HI573797,C03,M,2016-07-01 0:00,,CA2,-1
899,HI821087,C02,F,2016-07-01 0:00,,CA2,-1
900,HD896542,C02,F,2016-07-01 0:00,,CA2,0
901,PL396593,C01,M,2016-07-01 0:00,2018-05-31 0:00,CA2,1
902,PL214920,C02,F,2016-07-01 0:00,,CA2,-1
903,OA704361,C01,M,2016-07-01 0:00,,CA2,0
904,IK461350,C01,M,2016-07-01 0:00,,CA2,0
905,IK791659,C01,M,2016-07-01 0:00,,CA2,0
906,TS870228,C02,F,2016-07-01 0:00,,CA2,0
907,OA294469,C01,M,2016-07-01 0:00,,CA2,0
908,HI265189,C03,F,2016-07-01 0:00,,CA2,0
909,HI918101,C01,F,2016-08-01 0:00,,CA1,-1
910,OA558072,C03,M,2016-08-01 0:00,,CA1,-1
911,GD598089,C03,F,2016-08-01 0:00,,CA1,0
912,TS963437,C01,F,2016-08-01 0:00,,CA1,0
913,AS057808,C01,F,2016-08-01 0:00,,CA1,0
914,OA982505,C02,F,2016-08-01 0:00,,CA1,0
915,IK676041,C01,F,2016-08-01 0:00,,CA1,-1
916,AS756169,C01,F,2016-08-01 0:00,,CA1,0
917,OA281070,C03,M,2016-08-01 0:00,,CA1,-1
